"HPID","MPID","MPterm","HPterm"
"HP:0012647","MP:0001845","abnormal inflammatory response","Abnormal inflammatory response"
"HP:0012648","MP:0001876","decreased inflammatory response","Decreased inflammatory response"
"HP:0012649","MP:0001846","increased inflammatory response","Increased inflammatory response"
"HP:0012673","MP:0009072","absent cranial vagina","Aplasia of the upper vagina"
"HP:0012675","MP:0020365","increased brain iron level","Iron accumulation in brain"
"HP:0012676","MP:0011214","increased brain copper level","Copper accumulation in brain"
"HP:0012681","MP:0000632","abnormal pineal gland morphology","Abnormal pineal morphology"
"HP:0012688","MP:0011728","abnormal pineal gland physiology","Abnormality of pineal physiology"
"HP:0012703","MP:0009027","abnormal subarachnoid space morphology","Abnormal subarachnoid space morphology"
"HP:0012722","MP:0010559","heart block","Heart block"
"HP:0012723","MP:0010520","sinoatrial block","Sinoatrial block"
"HP:0012730","MP:0009905","absent tongue","Aglossia"
"HP:0012731","MP:0013357","ectopic adenohypophysis","Ectopic anterior pituitary gland"
"HP:0012735","MP:0031088","coughing","Cough"
"HP:0012741","MP:0031286","unilateral cryptorchism","Unilateral cryptorchidism"
"HP:0012744","MP:0004349","absent femur","Femoral aplasia"
"HP:0012757","MP:0002882","abnormal neuron morphology","Abnormal neuron morphology"
"HP:0012767","MP:0004258","abnormal placenta size","Abnormal placental size"
"HP:0012776","MP:0005099","abnormal ciliary body morphology","Abnormal ciliary body morphology"
"HP:0012790","MP:0008273","abnormal intramembranous bone ossification","Abnormal intramembranous ossification"
"HP:0012804","MP:0009825","cornea ulcer","Corneal ulceration"
"HP:0012806","MP:0006290","proboscis","Proboscis"
"HP:0012819","MP:0001856","myocarditis","Myocarditis"
"HP:0012849","MP:0031155","small intestine hemorrhage","Small intestinal bleeding"
"HP:0012860","MP:0014189","testis fibrosis","Testicular fibrosis"
"HP:0012861","MP:0002996","ovotestis","Ovotestis"
"HP:0012862","MP:0002208","abnormal germ cell morphology","Abnormal germ cell morphology"
"HP:0012863","MP:0006362","abnormal male germ cell morphology","Abnormal male germ cell morphology"
"HP:0012864","MP:0005578","teratozoospermia","Abnormal sperm morphology"
"HP:0012865","MP:0009230","abnormal sperm head morphology","Abnormal sperm head morphology"
"HP:0012867","MP:0009831","abnormal sperm midpiece morphology","Abnormal sperm mid-piece morphology"
"HP:0012872","MP:0002769","abnormal vas deferens morphology","Abnormal vas deferens morphology"
"HP:0012873","MP:0003557","absent vas deferens","Absent vas deferens"
"HP:0012874","MP:0003698","abnormal male reproductive system physiology","Abnormal male reproductive system physiology"
"HP:0012875","MP:0001378","abnormal ejaculation","Abnormal ejaculation"
"HP:0012880","MP:0003520","abnormal labia minora morphology","Abnormal labia minora morphology"
"HP:0012881","MP:0003515","abnormal labia majora morphology","Abnormal labia majora morphology"
"HP:0012882","MP:0003517","enlarged labia majora","Hyperplastic labia majora"
"HP:0020006","MP:0010719","ciliary body coloboma","Ciliary body coloboma"
"HP:0020037","MP:0020289","astasia","Astasia"
"HP:0020047","MP:0013658","abnormal myeloid cell morphology","Abnormal myeloid cell morphology"
"HP:0020054","MP:0003656","abnormal erythrocyte physiology","Abnormal erythrocyte physiology"
"HP:0020058","MP:0001586","abnormal erythrocyte cell number","Abnormal red blood cell count"
"HP:0020060","MP:0002875","decreased erythrocyte cell number","Decreased red blood cell count"
"HP:0020064","MP:0002602","abnormal eosinophil cell number","Abnormal eosinophil count"
"HP:0020074","MP:0009645","crystalluria","Crystalluria"
"HP:0020119","MP:0006303","abnormal retina nerve fiber layer morphology","Abnormal retinal nerve fiber layer morphology"
"HP:0020129","MP:0006315","abnormal urine protein level","Abnormal urine protein level"
"HP:0020133","MP:0011871","podocyte hypertrophy","Podocyte hypertrophy"
"HP:0020156","MP:0003696","abnormal zona pellucida morphology","Abnormal zona pellucida morphology"
"HP:0020157","MP:0009375","thin zona pellucida","Thin zona pellucida"
"HP:0020179","MP:0013215","abnormal haptoglobin level","Abnormal haptoglobin level"
"HP:0025006","MP:0011320","abnormal glomerular capillary morphology","Abnormal glomerular capillary morphology"
"HP:0025011","MP:0030218","piriform aperture stenosis","Pyriform aperture stenosis"
"HP:0025016","MP:0003658","abnormal capillary morphology","Abnormal capillary morphology"
"HP:0025021","MP:0031061","abnormal erythrocyte sedimentation rate","Abnormal erythrocyte sedimentation rate"
"HP:0025022","MP:0031062","decreased erythrocyte sedimentation rate","Decreased erythrocyte sedimentation rate"
"HP:0025023","MP:0011775","rectal atresia","Rectal atresia"
"HP:0025028","MP:0001044","abnormal enteric nervous system morphology","Abnormality of enteric nervous system morphology"
"HP:0025032","MP:0001663","abnormal digestive system physiology","Abnormality of digestive system physiology"
"HP:0025035","MP:0002416","abnormal proerythroblast morphology","Abnormal proerythroblast morphology"
"HP:0025057","MP:0009944","abnormal olfactory lobe morphology","Abnormality of olfactory lobe morphology"
"HP:0025065","MP:0000226","abnormal mean corpuscular volume","Abnormal mean corpuscular volume"
"HP:0025066","MP:0002591","decreased mean corpuscular volume","Decreased mean corpuscular volume"
"HP:0025066","MP:0002813","microcytosis","Decreased mean corpuscular volume"
"HP:0025074","MP:0003898","abnormal QRS complex","Abnormal QRS complex"
"HP:0025080","MP:0009675","orthokeratosis","Orthokeratotic hyperkeratosis"
"HP:0025082","MP:0008418","abnormal cutaneous elastic fiber morphology","Abnormal cutaneous elastic fiber morphology"
"HP:0025084","MP:0000376","folliculitis","Folliculitis"
"HP:0025092","MP:0001874","acanthosis","Epidermal acanthosis"
"HP:0025095","MP:0031089","sneezing","Sneeze"
"HP:0025100","MP:0000807","abnormal hippocampus morphology","Abnormal hippocampus morphology"
"HP:0025101","MP:0000808","abnormal hippocampus development","Dysgenesis of the hippocampus"
"HP:0025114","MP:0009600","hypergranulosis","Hypergranulosis"
"HP:0025132","MP:0003369","abnormal circulating estrogen level","Abnormal circulating estrogen level"
"HP:0025155","MP:0002139","abnormal hepatobiliary system physiology","Abnormality of hepatobiliary system physiology"
"HP:0025201","MP:0010331","abnormal apolipoprotein level","Abnormal circulating apolipoprotein concentration"
"HP:0025230","MP:0030801","tendonitis","Tendonitis"
"HP:0025245","MP:0031309","skin cyst","Cutaneous cyst"
"HP:0025246","MP:0009042","pilar cyst","Trichilemmal cyst"
"HP:0025274","MP:0009442","increased ovarian teratoma incidence","Ovarian dermoid cyst"
"HP:0025318","MP:0003579","increased ovarian carcinoma incidence","Ovarian carcinoma"
"HP:0025321","MP:0003066","increased liver copper level","Copper accumulation in liver"
"HP:0025324","MP:0006134","artery occlusion","Arterial occlusion"
"HP:0025326","MP:0031143","retina artery occlusion","Retinal arterial occlusion"
"HP:0025337","MP:0031347","red eye","Red eye"
"HP:0025342","MP:0031143","retina artery occlusion","Central retinal artery occlusion"
"HP:0025367","MP:0002732","increased trichoepithelioma incidence","Trichoepithelioma"
"HP:0025376","MP:0030617","hyperglutaminuria","Hyperglutaminuria"
"HP:0025382","MP:0011737","hypodipsia","Hypodipsia"
"HP:0025406","MP:0000746","weakness","Asthenia"
"HP:0025407","MP:0011786","rectourethral fistula","Rectourethral fistula"
"HP:0025408","MP:0000689","abnormal spleen morphology","Abnormal spleen morphology"
"HP:0025409","MP:0008737","abnormal spleen physiology","Abnormal spleen physiology"
"HP:0025423","MP:0002249","abnormal larynx morphology","Abnormal larynx morphology"
"HP:0025426","MP:0002264","abnormal bronchus morphology","Abnormal bronchus morphology"
"HP:0025435","MP:0002944","increased lactate dehydrogenase level","Increased circulating lactate dehydrogenase concentration"
"HP:0025439","MP:0031095","pharyngitis","Pharyngitis"
"HP:0025441","MP:0030776","calcified calcaneal tendon","Achilles tendon calcification"
"HP:0025461","MP:0000358","abnormal cell morphology","Abnormal cell morphology"
"HP:0025487","MP:0000538","abnormal urinary bladder morphology","Abnormality of bladder morphology"
"HP:0025495","MP:0010474","descending aorta hypoplasia","Descending aorta hypoplasia"
"HP:0025497","MP:0031192","coronary artery spasm","Coronary artery spasm"
"HP:0025517","MP:0030004","hippocampus hypoplasia","Hypoplastic hippocampus"
"HP:0025517","MP:0008283","small hippocampus","Hypoplastic hippocampus"
"HP:0025546","MP:0001589","abnormal mean corpuscular hemoglobin","Abnormal mean corpuscular hemoglobin concentration"
"HP:0025546","MP:0005640","abnormal mean corpuscular hemoglobin concentration","Abnormal mean corpuscular hemoglobin concentration"
"HP:0025547","MP:0005642","decreased mean corpuscular hemoglobin concentration","Decreased mean corpuscular hemoglobin concentration"
"HP:0025547","MP:0005562","decreased mean corpuscular hemoglobin","Decreased mean corpuscular hemoglobin concentration"
"HP:0025548","MP:0005641","increased mean corpuscular hemoglobin concentration","Increased mean corpuscular hemoglobin concentration"
"HP:0025548","MP:0005561","increased mean corpuscular hemoglobin","Increased mean corpuscular hemoglobin concentration"
"HP:0025575","MP:0006064","abnormal superior vena cava morphology","Abnormal superior vena cava morphology"
"HP:0025576","MP:0006063","abnormal inferior vena cava morphology","Abnormal inferior vena cava morphology"
"HP:0025578","MP:0006118","aortic valve prolapse","Aortic valve prolapse"
"HP:0025579","MP:0003923","abnormal heart left atrium morphology","Abnormal left atrium morphology"
"HP:0025580","MP:0003922","abnormal heart right atrium morphology","Abnormal right atrium morphology"
"HP:0025586","MP:0006199","hypertropia","Hypertropia"
"HP:0025610","MP:0013392","Meibomian gland inflammation","Posterior blepharitis"
"HP:0025610","MP:0013391","abnormal Meibomian gland physiology","Posterior blepharitis"
"HP:0025633","MP:0000534","abnormal ureter morphology","Abnormal ureter morphology"
"HP:0025634","MP:0003589","abnormal ureter physiology","Abnormal ureter physiology"
"HP:0025636","MP:0009360","endometrium inflammation","Endometritis"
"HP:0025668","MP:0012719","abnormal neck morphology","Abnormal neck morphology"
"HP:0025675","MP:0010576","premature closure of the ductus arteriosus","Premature closure of the ductus arteriosus"
"HP:0025692","MP:0012683","absent telencephalon","Atelencephaly"
"HP:0025707","MP:0000103","nasal bone hypoplasia","Hypoplastic nasal bone"
"HP:0025713","MP:0021020","neurite dystrophy","Neurite dystrophy"
"HP:0025722","MP:0021003","cerebral infarct","Cerebral infarct"
"HP:0030010","MP:0003537","hydrometrocolpos","Hydrometrocolpos"
"HP:0030011","MP:0003540","imperforate hymen","Imperforate hymen"
"HP:0030012","MP:0003699","abnormal female reproductive system physiology","Abnormal female reproductive system physiology"
"HP:0030037","MP:0003584","bifid ureter","Bifid ureter"
"HP:0030039","MP:0004623","thoracic vertebral fusion","Fused thoracic vertebrae"
"HP:0030040","MP:0004621","lumbar vertebral fusion","Fused lumbar vertebrae"
"HP:0030047","MP:0000823","abnormal lateral ventricle morphology","Abnormal lateral ventricle morphology"
"HP:0030050","MP:0005279","narcolepsy","Narcolepsy"
"HP:0030075","MP:0009508","increased mammary gland ductal carcinoma incidence","Ductal carcinoma in situ"
"HP:0030082","MP:0001422","abnormal drinking behavior","Abnormal drinking behavior"
"HP:0030084","MP:0006253","clinodactyly","Clinodactyly"
"HP:0030087","MP:0005180","abnormal circulating testosterone level","Abnormal circulating testosterone concentration"
"HP:0030088","MP:0002781","increased circulating testosterone level","Increased serum testosterone level"
"HP:0030146","MP:0008986","abnormal liver parenchyma morphology","Abnormal liver parenchyma morphology"
"HP:0030148","MP:0006114","cardiac murmur","Heart murmur"
"HP:0030151","MP:0003254","bile duct inflammation","Cholangitis"
"HP:0030160","MP:0009228","uterine cervix inflammation","Cervicitis"
"HP:0030175","MP:0012674","tomacula","Myelin tomacula"
"HP:0030187","MP:0009514","titubation","Titubation"
"HP:0030191","MP:0002913","abnormal PNS synaptic transmission","Abnormal peripheral nervous system synaptic transmission"
"HP:0030260","MP:0005188","small penis","Microphallus"
"HP:0030261","MP:0011876","absent penis","Absent penis"
"HP:0030276","MP:0003609","small scrotum","obsolete Small scrotum"
"HP:0030277","MP:0004604","abnormal vertebral pedicle morphology","Abnormal vertebral pedicle morphology"
"HP:0030304","MP:0004643","abnormal vertebrae number","Abnormal number of vertebrae"
"HP:0030305","MP:0004645","decreased vertebrae number","Decreased number of vertebrae"
"HP:0030313","MP:0010971","abnormal periosteum morphology","Abnormal periosteum morphology"
"HP:0030319","MP:0031314","facial muscle weakness","Weakness of facial musculature"
"HP:0030321","MP:0011513","abnormal vertebral artery morphology","Abnormal vertebral artery morphology"
"HP:0030326","MP:0020202","abnormal macrophage cell number","Abnormal macrophage count"
"HP:0030329","MP:0011965","decreased total retina thickness","Retinal thinning"
"HP:0030333","MP:0012762","abnormal alpha-beta T cell morphology","Abnormal alpha-beta T cell morphology"
"HP:0030334","MP:0008397","abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology","Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology"
"HP:0030338","MP:0003361","abnormal circulating gonadotropin level","Abnormal circulating gonadotropin concentration"
"HP:0030339","MP:0003363","decreased circulating gonadotropin level","Decreased circulating gonadotropin concentration"
"HP:0030341","MP:0002790","decreased circulating follicle stimulating hormone level","Decreased circulating follicle stimulating hormone concentration"
"HP:0030344","MP:0002773","decreased circulating luteinizing hormone level","Decreased circulating luteinizing hormone level"
"HP:0030345","MP:0003969","abnormal luteinizing hormone level","Abnormal circulating luteinizing hormone concentration"
"HP:0030347","MP:0009819","abnormal circulating androgen level","Abnormal circulating androgen level"
"HP:0030397","MP:0020964","abnormal platelet dense granule secretion","Abnormal platelet dense granule secretion"
"HP:0030402","MP:0009548","abnormal platelet aggregation","Abnormal platelet aggregation"
"HP:0030424","MP:0003595","epididymal cyst","Epididymal cyst"
"HP:0030431","MP:0010079","increased osteochondroma incidence","Osteochondroma"
"HP:0030434","MP:0002013","increased pilomatricoma incidence","Pilomatrixoma"
"HP:0030439","MP:0009316","increased anal adenocarcinoma incidence","Anal canal adenocarcinoma"
"HP:0030666","MP:0008852","retina neovascularization","Retinal neovascularization"
"HP:0030683","MP:0003541","vaginal inflammation","Vaginitis"
"HP:0030684","MP:0004891","abnormal adiponectin level","Abnormal adiponectin level"
"HP:0030685","MP:0004893","decreased adiponectin level","Decreased adiponectin level"
"HP:0030686","MP:0004892","increased adiponectin level","Increased adiponectin level"
"HP:0030687","MP:0002695","abnormal circulating glucagon level","Abnormal glucagon level"
"HP:0030688","MP:0002712","increased circulating glucagon level","Increased glucagon level"
"HP:0030689","MP:0002696","decreased circulating glucagon level","Decreased glucagon level"
"HP:0030716","MP:0003104","acrania","Acrania"
"HP:0030718","MP:0008727","enlarged heart right atrium","Right atrial enlargement"
"HP:0030718","MP:0004062","dilated heart right atrium","Right atrial enlargement"
"HP:0030732","MP:0002624","abnormal tricuspid valve morphology","Dysplastic tricuspid valve"
"HP:0030735","MP:0011492","ureterovesical junction obstruction","Ureterovesical junction obstruction"
"HP:0030746","MP:0001917","intraventricular hemorrhage","Intraventricular hemorrhage"
"HP:0030756","MP:0030058","erythrodontia","Erythrodontia"
"HP:0030757","MP:0030462","tooth abscess","Tooth abscess"
"HP:0030758","MP:0030463","apical tooth abscess","Periapical tooth abscess"
"HP:0030759","MP:0006094","increased fat cell size","Adipocyte hypertrophy"
"HP:0030760","MP:0003985","renal fibrosis","Renal fibrosis"
"HP:0030762","MP:0011430","mesangiolysis","Mesangiolysis"
"HP:0030769","MP:0000914","exencephaly","Exencephaly"
"HP:0030770","MP:0008784","craniorachischisis","Craniorachischisis"
"HP:0030779","MP:0014061","ethmocephaly","Ethmocephaly"
"HP:0030781","MP:0001554","increased circulating free fatty acids level","Increased circulating free fatty acid level"
"HP:0030789","MP:0030419","excessive cerumen","Excessive cerumen"
"HP:0030791","MP:0000454","abnormal jaw morphology","Abnormal jaw morphology"
"HP:0030809","MP:0000762","abnormal tongue morphology","Abnormal tongue morphology"
"HP:0030828","MP:0031086","wheezing","Wheezing"
"HP:0030830","MP:0031104","crackles","Crackles"
"HP:0030831","MP:0031105","rhonchi","Rhonchi"
"HP:0030843","MP:0021148","cardiac amyloidosis","Cardiac amyloidosis"
"HP:0030850","MP:0003882","abnormal pulse pressure","Abnormal pulse pressure"
"HP:0030853","MP:0004133","heterotaxia","Heterotaxy"
"HP:0030855","MP:0008815","anterior staphyloma","Anterior staphyloma"
"HP:0030867","MP:0030253","vertical orbital dystopia","Vertical orbital dystopia"
"HP:0030869","MP:0006415","absent testes","Anorchism"
"HP:0030875","MP:0002295","abnormal pulmonary circulation","Abnormality of pulmonary circulation"
"HP:0030882","MP:0010477","coronary artery aneurysm","Coronary artery aneurysm"
"HP:0030895","MP:0011082","abnormal gastrointestinal motility","Abnormal gastrointestinal motility"
"HP:0030934","MP:0013492","oral erythroplakia","Oral erythroplakia"
"HP:0030939","MP:0006162","thick eyelids","Palpebral thickening"
"HP:0030951","MP:0009419","skeletal muscle fibrosis","Skeletal muscle fibrosis"
"HP:0030953","MP:0031096","conjunctival hyperemia","Conjunctival hyperemia"
"HP:0030958","MP:0010416","interventricular septum membranous part aneurysm","Membranous ventricular septal aneurysm"
"HP:0030966","MP:0000484","abnormal pulmonary artery morphology","Abnormal pulmonary artery morphology"
"HP:0030968","MP:0002726","abnormal pulmonary vein morphology","Abnormal pulmonary vein morphology"
"HP:0030999","MP:0006089","abnormal vestibular saccule morphology","Abnormal vestibular saccule morphology"
"HP:0031000","MP:0004329","vestibular saccular degeneration","Vestibular saccular degeneration"
"HP:0031002","MP:0030990","nerve inflammation","Neuritis"
"HP:0031005","MP:0005407","hyperalgesia","obsolete Hyperalgesia"
"HP:0031020","MP:0000321","increased bone marrow cell number","Bone marrow hypercellularity"
"HP:0031046","MP:0030290","absent soft palate","Absent soft palate"
"HP:0031065","MP:0001126","abnormal ovary morphology","Abnormal ovarian morphology"
"HP:0031066","MP:0003507","abnormal ovary physiology","Abnormal ovarian physiology"
"HP:0031086","MP:0011727","ectopic ovary","Ectopic ovary"
"HP:0031088","MP:0003536","vagina dryness","Vaginal dryness"
"HP:0031094","MP:0001881","abnormal mammary gland physiology","Abnormal breast physiology"
"HP:0031095","MP:0005296","abnormal humerus morphology","Abnormal humerus morphology"
"HP:0031097","MP:0003971","abnormal thyroid-stimulating hormone level","Abnormal thyroid-stimulating hormone level"
"HP:0031098","MP:0005134","decreased thyroid-stimulating hormone level","Decreased thyroid-stimulating hormone level"
"HP:0031105","MP:0001120","abnormal uterus morphology","Abnormal uterus morphology"
"HP:0031107","MP:0008153","decreased diameter of fibula","Decreased fibular diameter"
"HP:0031109","MP:0010249","lactation failure","Agalactia"
"HP:0031111","MP:0009469","increased skin hamartoma incidence","Cutaneous hamartoma"
"HP:0031159","MP:0031177","decreased Descemet membrane thickness","Thinning of Descemet membrane"
"HP:0031189","MP:0005162","carpoptosis","Wrist drop"
"HP:0031196","MP:0004057","thin myocardium compact layer","Thin myocardium compact layer"
"HP:0031209","MP:0011579","decreased lipoprotein lipase activity","Decreased circulating lipoprotein lipase concentration"
"HP:0031212","MP:0005184","abnormal circulating progesterone level","Abnormal circulating progesterone level"
"HP:0031243","MP:0005146","decreased circulating VLDL cholesterol level","Decreased VLDL cholesterol concentration"
"HP:0031249","MP:0031092","dysgeusia","Parageusia"
"HP:0031251","MP:0003395","abnormal subclavian artery morphology","Abnormal subclavian artery morphology"
"HP:0031259","MP:0001868","ovary inflammation","Oophoritis"
"HP:0031263","MP:0002827","abnormal renal corpuscle morphology","Abnormal renal corpuscle morphology"
"HP:0031264","MP:0002828","abnormal renal glomerular capsule morphology","Abnormal Bowman capsule morphology"
"HP:0031265","MP:0005326","abnormal podocyte morphology","Abnormal glomerular visceral epithelial cell morphology"
"HP:0031266","MP:0008140","podocyte foot process effacement","Podocyte foot process effacement"
"HP:0031278","MP:0004107","abnormal thoracic duct morphology","Abnormal thoracic duct morphology"
"HP:0031281","MP:0001870","salivary gland inflammation","Sialadenitis"
"HP:0031295","MP:0008726","enlarged heart left atrium","Left atrial enlargement"
"HP:0031318","MP:0031131","myocardial fiber disarray","Myofiber disarray"
"HP:0031331","MP:0000278","abnormal myocardial fiber morphology","Abnormal cardiomyocyte morphology"
"HP:0031348","MP:0011665","d-loop transposition of the great arteries","Dextrotransposition of the great arteries"
"HP:0031364","MP:0009276","ecchymosis","Ecchymosis"
"HP:0031377","MP:0000350","abnormal cell proliferation","Abnormal cell proliferation"
"HP:0031379","MP:0005094","abnormal T cell proliferation","Abnormal T cell proliferation"
"HP:0031380","MP:0005153","abnormal B cell proliferation","Abnormal B cell proliferation"
"HP:0031409","MP:0003945","abnormal lymphocyte physiology","Abnormal lymphocyte physiology"
"HP:0031411","MP:0003702","abnormal chromosome morphology","Abnormal chromosome morphology"
"HP:0031412","MP:0010207","abnormal telomere morphology","Abnormal telomere morphology"
"HP:0031417","MP:0031102","rhinorrhea","Rhinorrhea"
"HP:0031418","MP:0006087","increased body mass index","Increased body mass index"
"HP:0031422","MP:0004097","abnormal cerebellar cortex morphology","Abnormal cerebellar cortex morphology"
"HP:0031427","MP:0011922","abnormal circulating osteocalcin level","Abnormal circulating osteocalcin level"
"HP:0031428","MP:0030984","increased circulating osteocalcin level","Increased circulating osteocalcin level"
"HP:0031429","MP:0030985","decreased circulating osteocalcin level","Decreased circulating osteocalcin level"
"HP:0031443","MP:0010622","abnormal tricuspid valve cusp morphology","Abnormal tricuspid valve leaflet morphology"
"HP:0031456","MP:0009668","ectopic pregnancy","Ectopic pregnancy"
"HP:0031480","MP:0010614","abnormal mitral valve cusp morphology","Abnormal mitral valve leaflet morphology"
"HP:0031505","MP:0005475","abnormal circulating thyroxine level","Abnormal circulating T4 level"
"HP:0031506","MP:0005477","increased circulating thyroxine level","Increased circulating T4 level"
"HP:0031507","MP:0005478","decreased circulating thyroxine level","Decreased circulating T4 level"
"HP:0031508","MP:0005468","abnormal thyroid hormone level","Abnormal thyroid hormone level"
"HP:0031512","MP:0008438","abnormal cutaneous collagen fibril morphology","Abnormal cutaneous collagen fibril morphology"
"HP:0031538","MP:0011159","abnormal epidermal-dermal junction morphology","Abnormal dermoepidermal junction morphology"
"HP:0031547","MP:0003899","abnormal QT interval","Abnormal QT interval"
"HP:0031563","MP:0011656","coronary arterio-venous fistula","Coronary arteriovenous fistula"
"HP:0031565","MP:0011250","abdominal situs ambiguus","Abdominal situs ambiguus"
"HP:0031566","MP:0010602","abnormal pulmonary valve cusp morphology","Abnormal pulmonary valve cusp morphology"
"HP:0031567","MP:0010595","abnormal aortic valve cusp morphology","Abnormal aortic valve cusp morphology"
"HP:0031569","MP:0010597","absent aortic valve cusps","Absent aortic valve cusps"
"HP:0031591","MP:0011571","enlarged inferior vena cava valve","Enlarged Eustachian valve"
"HP:0031592","MP:0011253","situs inversus with levocardia","Situs inversus with levocardia"
"HP:0031593","MP:0003901","abnormal PR interval","Abnormal PR interval"
"HP:0031595","MP:0004070","abnormal P wave","Abnormal P wave"
"HP:0031602","MP:0001947","abnormal mucociliary clearance","Abnormal mucociliary clearance"
"HP:0031615","MP:0030932","hypopyon","Hypopyon"
"HP:0031633","MP:0011745","isolation of the left subclavian artery","Isolation of the left subclavian artery"
"HP:0031653","MP:0011926","abnormal heart valve physiology","Abnormal heart valve physiology"
"HP:0031685","MP:0003868","abnormal feces composition","Abnormal stool composition"
"HP:0031703","MP:0002102","abnormal ear morphology","Abnormal ear morphology"
"HP:0031704","MP:0003878","abnormal ear physiology","Abnormal ear physiology"
"HP:0031731","MP:0020219","increased tear production","Increased tear production"
"HP:0031783","MP:0010437","absent coronary sinus","Absent coronary sinus"
"HP:0031784","MP:0009867","abnormal ascending aorta morphology","Abnormal ascending aorta morphology"
"HP:0031786","MP:0006244","eyelid muscle spasm","Cogan lid twitch"
"HP:0031793","MP:0005669","increased circulating leptin level","Increased serum leptin"
"HP:0031794","MP:0003442","decreased circulating glycerol level","Decreased circulating glycerol level"
"HP:0031795","MP:0011973","abnormal circulating glycerol level","Abnormal circulating glycerol level"
"HP:0031806","MP:0012442","abnormal basophil cell number","Abnormal basophil count"
"HP:0031807","MP:0002606","increased basophil cell number","Increased basophil count"
"HP:0031808","MP:0002607","decreased basophil cell number","Decreased basophil count"
"HP:0031811","MP:0011464","bilirubinuria","Bilirubinuria"
"HP:0031812","MP:0011741","increased urine nitrite level","Nitrituria"
"HP:0031817","MP:0002905","decreased circulating parathyroid hormone level","Decreased circulating parathyroid hormone level"
"HP:0031821","MP:0012208","abnormal hypoxanthine-guanine phosphoribosyltransferase level","Abnormal hypoxanthine-guanine phosphoribosyltransferase level"
"HP:0031823","MP:0012209","decreased hypoxanthine-guanine phosphoribosyltransferase level","Reduced hypoxanthine-guanine phosphoribosyltransferase level"
"HP:0031826","MP:0001961","abnormal reflex","Abnormal reflex"
"HP:0031834","MP:0010635","aorta pulmonary collateral arteries","Aortopulmonary collateral arteries"
"HP:0031835","MP:0012658","abnormal superoxide dismutase level","Abnormal superoxide dismutase level"
"HP:0031836","MP:0012660","increased superoxide dismutase level","Increased superoxide dismutase level"
"HP:0031837","MP:0012659","decreased superoxide dismutase level","Decreased superoxide dismutase level"
"HP:0031842","MP:0004038","lymphangiectasis","Lymphangiectasis"
"HP:0031846","MP:0030827","femur fracture","Femur fracture"
"HP:0031850","MP:0002596","abnormal hematocrit","Abnormal hematocrit"
"HP:0031851","MP:0000208","decreased hematocrit","Reduced hematocrit"
"HP:0031854","MP:0000542","left-sided isomerism","Left Isomerism"
"HP:0031855","MP:0000508","right-sided isomerism","Right isomerism"
"HP:0031861","MP:0003929","decreased heart rate variability","Decreased heart rate variability"
"HP:0031862","MP:0003928","increased heart rate variability","Increased heart rate variability"
"HP:0031865","MP:0000609","abnormal liver physiology","Abnormal liver physiology"
"HP:0031871","MP:0008117","abnormal Langerhans cell morphology","Abnormal Langerhans cell morphology"
"HP:0031888","MP:0000184","abnormal circulating HDL cholesterol level","Abnormal HDL cholesterol concentration"
"HP:0031889","MP:0005144","abnormal circulating VLDL cholesterol level","Abnormal VLDL cholesterol concentration"
"HP:0031891","MP:0005012","decreased eosinophil cell number","Decreased eosinophil count"
"HP:0031932","MP:0010481","left ventricle to aorta tunnel","Aorto-left ventricular tunnel"
"HP:0031934","MP:0009869","abnormal descending aorta morphology","Abnormal descending aorta morphology"
"HP:0031935","MP:0010469","ascending aorta hypoplasia","Ascending aorta hypoplasia"
"HP:0031965","MP:0010067","increased red blood cell distribution width","Increased RBC distribution width"
"HP:0031969","MP:0005566","decreased blood urea nitrogen level","Reduced blood urea nitrogen"
"HP:0031982","MP:0004079","abnormal putamen morphology","Abnormal putamen morphology"
"HP:0032016","MP:0031099","abnormal sputum morphology","Abnormal sputum"
"HP:0032156","MP:0009827","skin detachment","Skin detachment"
"HP:0032195","MP:0011920","abnormal S wave","Abnormal S wave"
"HP:0032198","MP:0012355","decreased prothrombin time","Decreased prothrombin time"
"HP:0032199","MP:0012354","abnormal prothrombin time","Abnormal prothrombin time"
"HP:0032200","MP:0011749","perivascular fibrosis","Perivascular fibrosis"
"HP:0032209","MP:0005476","abnormal circulating triiodothyronine level","Abnormal circulating free T3 level"
"HP:0032210","MP:0005479","decreased circulating triiodothyronine level","Decreased circulating free T3"
"HP:0032226","MP:0000647","abnormal sebaceous gland morphology","Abnormal sebaceous gland morphology"
"HP:0032231","MP:0005562","decreased mean corpuscular hemoglobin","Hypochromia"
"HP:0032245","MP:0005266","abnormal metabolism","Abnormal metabolism"
"HP:0032251","MP:0000685","abnormal immune system morphology","Abnormal immune system morphology"
"HP:0032254","MP:0006350","increased circulating copper level","Increased circulating copper concentration"
"HP:0032308","MP:0031065","increased circulating procalcitonin level","Increased circulating procalcitonin concentration"
"HP:0032310","MP:0000322","increased granulocyte number","Granulocytosis"
"HP:0032314","MP:0009502","abnormal areola morphology","Abnormal areolar morphology"
"HP:0032362","MP:0001745","increased circulating corticosterone level","Increased circulating corticosterone level"
"HP:0032363","MP:0002665","decreased circulating corticosterone level","Decreased circulating corticosterone level"
"HP:0032367","MP:0003968","abnormal growth hormone level","Abnormal growth hormone level"
